feedback_text,risk_label,help_needed
I'm overwhelmed but I'm working through it alone and not looking for formal intervention.,high,no
I'd appreciate a study session focused on applying concepts to practice problems.,medium,yes
I feel quite lost in the course but want to try harder on my own before asking for help.,high,no
"I feel very behind and overwhelmed, but I haven't felt comfortable reaching out yet.",high,no
I'd find it helpful if more examples were worked through during the session before assignments.,medium,yes
I'm feeling very behind but I'm still hesitant about reaching out for formal support.,high,no
A couple of topics are harder to understand from the notes alone — video explanations would help.,medium,yes
The course is excellent — I'd just appreciate a bit more depth in the advanced sections.,low,yes
"I feel overwhelmed by the number of topics I don't understand, and I'd like guidance.",high,yes
"Some assessments are harder than anticipated, though I'm managing without external support.",medium,no
I feel isolated in my learning and would benefit from guided study or peer learning groups.,high,yes
I'm following most of the content but certain sections could benefit from visual aids or examples.,medium,yes
"The content is demanding in parts, but I feel capable of handling it without intervention.",medium,no
"I feel lost most of the time in this course, but I'm still trying to work it out alone.",high,no
I'm managing but feel that targeted support on two or three topics would make a real difference.,medium,yes
I feel this course is one of the better structured ones I've attended so far.,low,no
I understand the basics but feel like I need more exposure to applied examples.,medium,yes
The workload is heavier than expected but I've restructured my schedule to accommodate it.,medium,no
I'm tackling some hard sections using self-directed strategies that are working reasonably well.,medium,no
